MARCA;MODELO;CC;MM DATA;ABS;MODELO con ABS;Año;KM;Coste;PVP;Margen;Matrícula;Model_id;Fecha
SUZUKI;V-STROM 250;250;V-STROM 250;NO;V-STROM 250 ;2019;5523;3000.00;3490.00;490.00;8010LCM;e57577e5-1eb6-4a55-94d0-b9e1e491e306;02/01/2024
SYM;CRUISYM 125;125;CRUISYM 125;NO;CRUISYM 125 ;2019;2856;2600.00;3490.00;890.00;9149LBT;67e4110e-1614-4e76-8a46-23d02b02e359;04/01/2023
SYM;CRUISYM 125;125;cruisym125 ;NO;CRUISYM 125 ;2021;10262;2900.00;3490.00;590.00;6086LSC;67e4110e-1614-4e76-8a46-23d02b02e359;07/02/2023
SYM;CRUISYM 300;300;CRUISYM 300 I ABS;ABS;CRUISYM 300 ABS;2021;22000;2400.00;3490.00;1090.00;2818LNB;91091d66-e67a-49b2-99ea-c681ebed84de;15/09/2023
SYM;CRUISYM 300;300;CRUISYM 300;NO;CRUISYM 300 ;2020;14000;2500.00;3490.00;990.00;1507LGN;91091d66-e67a-49b2-99ea-c681ebed84de;25/04/2024
SYM;CRUISYM 300;278;CRUISYM 300;;;2019;5035;2045.00;3490.00;1445.00;6848KZD;91091d66-e67a-49b2-99ea-c681ebed84de;20/08/2024
SYM;CRUISYM ALPHA 125;125;CRUISYM ALPHA 125;NO;CRUISYM ALPHA 125 ;2021;5150;2630.00;3490.00;860.00;8457LVB;bd785d7d-d52f-4f97-be09-e282ffadc407;28/05/2024
SYM;CRUISYM ALPHA 125;125;CRUISYM ALPHA 125;;;2021;15619;2500.00;3490.00;990.00;3002LRN;bd785d7d-d52f-4f97-be09-e282ffadc407;10/09/2024
SYM;JOYMAX 125;125;JOYMAX 125 I SPORT ABS;ABS;JOYMAX 125 ABS;2022;2240;2545.00;3490.00;945.00;3191MBD;f372a46c-c6a1-40cc-9325-466f0c2c2f3d;31/08/2023
SYM;JOYMAX Z+ 125;125;JOYMAX Z+ 125;NO;JOYMAX Z+ 125 ;2023;250;3200.00;3490.00;290.00;7880MGJ;3ec79237-1763-4e38-8b15-7184c36af1a2;11/03/2024
TRIUMPH;DAYTONA 650;650;DAYTONA 650 4T;NO;DAYTONA 650 ;2005;23000;2000.00;3490.00;1490.00;9893DSR;ZZZZZZZ;09/10/2023
TRIUMPH;SPEED TRIPLE 1050;1050;SPEED TRIPLE;NO;SPEED TRIPLE 1050 ;2008;20000;2500.00;3490.00;990.00;1111FZW;c909f3eb-a41e-4bce-be80-631f401ea220;30/05/2023
TRIUMPH;STREET TRIPLE 675;675;STREET TRIPLE;NO;STREET TRIPLE 675 ;2008;45000;2500.00;3490.00;990.00;3317GGT;d547b5a3-0122-46c2-9a4c-66d9e054c407;05/09/2023
VESPA;GTS 300;300;GTS 300;NO;GTS 300 ;2014;14654;2600.00;3490.00;890.00;6579JBF;7468bf31-1b6e-4cd3-bbf3-8a12846f5d2e;09/02/2023
VESPA;PRIMAVERA 125;125;PRIMAVERA 125;NO;PRIMAVERA 125 ;2021;8900;2800.00;3490.00;690.00;5359LPX;36746641-acd6-48f4-8976-13425134a52a;04/04/2024
VESPA;PRIMAVERA 125;125;PRIMAVERA 125;NO;PRIMAVERA 125 ;2022;8479;2116.00;3490.00;1374.00;7927LWB;36746641-acd6-48f4-8976-13425134a52a;27/06/2024
VESPA;PRIMAVERA 125;125;PRIMAVERA 125;;;2022;4788;2116.00;3490.00;1374.00;7914LWB;36746641-acd6-48f4-8976-13425134a52a;08/08/2024
VESPA;PRIMAVERA 125;125;PRIMAVERA 125;;;2022;7091;2350.00;3490.00;1140.00;7467LWX;36746641-acd6-48f4-8976-13425134a52a;16/08/2024
VOGE;300 DS;300;300 DS Trail;NO;300 DS ;2022;10000;2500.00;3490.00;990.00;7506LWC;2063cb8a-0d00-4986-9279-62f41fdcc5be;19/04/2023
WOTTAN;STORM 300;300;Storn s Storn s 300;NO;STORM 300 ;2021;7600;2500.00;3490.00;990.00;5419LTF;68525cc8-1955-42ec-ac1d-fbddb20da3e1;04/10/2023
WOTTAN;STORM-R 300;300;STORM-R 300;NO;STORM-R 300 ;2023;3000;2800.00;3490.00;690.00;3409MKZ;ZZZZZZZ;23/07/2024
WOTTAN;STORM-S 300 ;276;STORM-S 300;NO;STORM-S 300  ;2023;2336;2500.00;3490.00;990.00;9676MGT;68525cc8-1955-42ec-ac1d-fbddb20da3e1;30/07/2024
YAMAHA;FZ6N;600;FZ6N;;;2009;31012;2000.00;3490.00;1490.00;7264GPK;c1d8c8ab-ae34-42e2-8212-a19742014fb5;27/08/2024
YAMAHA;MT 03;321;MT 03 ABS;ABS;MT 03 ABS;2016;37975;2200.00;3490.00;1290.00;3211JSR;2303e39d-c314-49ce-8280-93ab410c958b;10/10/2023
YAMAHA;MT 125 ;125;MT 125 2019;NO;MT 125  ;2019;24000;2700.00;3490.00;790.00;0739KPF;58b09719-8ce5-4306-947b-ecb57e09402b;21/06/2023
YAMAHA;MT 125 ;125;MT 125 2019;NO;MT 125  ;2019;23000;2700.00;3490.00;790.00;7242KYP;58b09719-8ce5-4306-947b-ecb57e09402b;11/07/2023
YAMAHA;MT 125 ;125;MT 125;;;2020;21411;4030.00;3490.00;-540.00;7199LJD;58b09719-8ce5-4306-947b-ecb57e09402b;09/10/2024
YAMAHA;N-MAX;125;NMAX ABS;ABS;N-MAX ABS;2016;15800;2500.00;3490.00;990.00;2440JPY;ea52d457-ba3c-4d7d-a45c-c58bf376d673;29/12/2023
YAMAHA;T-MAX 500;500;T-MAX 500 XP;NO;T-MAX 500 ;2006;35000;2500.00;3490.00;990.00;0185FFF;7d7f36fb-0ef8-427a-b765-af31542cf63a;18/07/2023
YAMAHA;TRICITY 125;125;TRICITY 125 2017;NO;TRICITY 125 ;2017;3600;2545.00;3490.00;945.00;1512JYL;c5781406-368d-4e8f-b935-492dc8e2c4a4;14/09/2023
YAMAHA;TRICITY 125;125;TRICITY ABS 125;ABS;TRICITY 125 ABS;2023;20;3000.00;3490.00;490.00;8447MFR;c5781406-368d-4e8f-b935-492dc8e2c4a4;05/12/2023
YAMAHA;TRICITY 125;125;TRICITY 125;NO;TRICITY 125 ;2023;5747;2800.00;3490.00;690.00;6669MGR;c5781406-368d-4e8f-b935-492dc8e2c4a4;04/07/2024
YAMAHA;TRICITY 125;124;TRICITY 125;;;2023;3181;2700.00;3490.00;790.00;7474MJN;c5781406-368d-4e8f-b935-492dc8e2c4a4;30/08/2024
YAMAHA;XJ6;600;XJ6;NO;XJ6 ;2010;30000;1900.00;3490.00;1590.00;3632GWY;357e8af3-9c2c-484c-a55b-ad46b97e7c36;14/03/2024
YAMAHA;XJ6;600;XJ6;NO;XJ6 ;2012;39500;2500.00;3490.00;990.00;0217HKP;357e8af3-9c2c-484c-a55b-ad46b97e7c36;03/05/2024
YAMAHA;XJ6;600;XJ6;NO;XJ6 ;2010;34700;2550.00;3490.00;940.00;6939GXS;357e8af3-9c2c-484c-a55b-ad46b97e7c36;31/07/2024
YAMAHA;X-MAX 125;125;X-MAX 125 ABS;ABS;X-MAX 125 ABS;2017;39700;2400.00;3490.00;1090.00;6198KFG;83db1a67-3c02-4443-b539-12264b866429;20/10/2023
YAMAHA;X-MAX 125;125;X-MAX 125;NO;X-MAX 125 ;2019;18000;2300.00;3490.00;1190.00;6267LCY;83db1a67-3c02-4443-b539-12264b866429;15/04/2024
YAMAHA;X-MAX 250;250;X-MAX 250;NO;X-MAX 250 ;2015;29817;2350.00;3490.00;1140.00;7776JFP;3842ef2c-329d-41e8-8a7b-e90c2995b0e9;20/07/2023
YAMAHA;X-MAX 250;250;X-MAX 250;NO;X-MAX 250 ;2015;12400;2600.00;3490.00;890.00;1762JHB;3842ef2c-329d-41e8-8a7b-e90c2995b0e9;28/06/2024
YAMAHA;X-MAX 300;300;X-MAX 300;NO;X-MAX 300 ;2017;38000;2700.00;3490.00;790.00;6197KBS;411f460b-7bd2-4b3d-8135-52b640411c91;11/07/2024
YAMAHA;X-MAX 400;400;X-MAX 400;NO;X-MAX 400 ;2013;45780;2500.00;3490.00;990.00;3914HRM;22b51423-b2da-4ad5-a48b-07bebcbd81f8;30/06/2023
YAMAHA;XSR 125;125;XSR 125;NO;XSR 125 ;2022;24000;2900.00;3490.00;590.00;6355LXN;fed27c71-9bd1-48ef-8dfe-7702076202e3;05/12/2023
YAMAHA;XT 660;660;XT 660 ;NO;XT 660 ;2005;49000;2300.00;3490.00;1190.00;5948DFH;bbc62b85-048b-4886-add2-f579b6fe3433;28/06/2023
YAMAHA;XT 660;660;XT 660 X SM;NO;XT 660 ;2006;43000;2200.00;3490.00;1290.00;9872DZJ;bbc62b85-048b-4886-add2-f579b6fe3433;15/09/2023
YAMAHA;YZF R 125;125;YZF R 125;;;2022;34465;2900.00;3490.00;590.00;2370LXW;86a29adc-b42b-49b3-b177-9d1208d02155;28/11/2024
YAMAHA;YZF R6;599;YZF R6 2006;NO;YZF R6 ;2006;63000;2000.00;3490.00;1490.00;7066DVR;ff99a859-9d3a-4923-83bf-7f972ca05497;13/07/2023
ZONTES;M 310;310;M 310;NO;M 310 ;2023;3543;2700.00;3490.00;790.00;4050MJZ;dfd5a01c-2bf8-4b0d-a341-d2978fbda484;31/05/2024
ZONTES;T 310;310;T310 T310;NO;T 310 ;2019;4000;2530.00;3490.00;960.00;3901KXX;95e99db0-5c1e-4221-af45-310b1d8a0777;13/04/2023
ZONTES;T 310;310;Trail 310t2;NO;T 310 ;2020;26497;2500.00;3490.00;990.00;0320LCT;95e99db0-5c1e-4221-af45-310b1d8a0777;13/04/2023
ZONTES;T 310;310;T 310;NO;T 310 ;2022;3042;3700.00;3490.00;-210.00;8151LYH;95e99db0-5c1e-4221-af45-310b1d8a0777;03/04/2024
ZONTES;T2 310;310;T2 310;NO;T2 310 ;2020;19000;2500.00;3490.00;990.00;8843LGB;417ad932-ea11-4a50-be37-a5fd65f9a870;22/03/2023
ZONTES;T2 310;310;T2 310;NO;T2 310 ;2021;6199;3000.00;3490.00;490.00;9010LRG;417ad932-ea11-4a50-be37-a5fd65f9a870;23/05/2023
ZONTES;V 310;310;V310;NO;V 310 ;2020;6470;2700.00;3490.00;790.00;0869LJP;eb46114b-0136-4289-a0be-eba74a9a25e6;25/01/2023
ZONTES;V 310;312;V 310;;;2022;3040;2400.00;3490.00;1090.00;4439MCG;eb46114b-0136-4289-a0be-eba74a9a25e6;04/09/2024
HONDA;SH 125;125;SH 125;NO;SH 125 ;2019;17000;2300.00;3493.00;1193.00;7527KYY;90f8c459-7c15-4db3-88d0-ef28fb2350ff;23/03/2023
SUZUKI;BANDIT 1250;1250;BANDIT 1250 S;NO;BANDIT 1250 ;2007;61000;3000.00;3497.00;497.00;3958FRB;8ea60d95-2029-444f-b385-630b327dbae2;24/03/2023
APRILIA;SHIVER 750;750;SHIVER 750;;;2010;17130;2300.00;3499.00;1199.00;2935GWL;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;15/10/2024
APRILIA;TUONO 125;125;TUONO 125;;;2023;5589;2800.00;3499.00;699.00;3648MJS;9acb139e-5f88-42b5-9236-2cef88d2c4b3;09/10/2024
HONDA;CB 125 F;125;CB 125;;;2020;7073;2800.00;3499.00;699.00;9380LGW;00c81795-1d1e-41ac-80c8-c7b263c10991;11/10/2024
HONDA;CB 125 F;125;CB 125;;;2021;11819;3500.00;3499.00;-1.00;0932LPD;00c81795-1d1e-41ac-80c8-c7b263c10991;15/11/2024
HONDA;SH 125;125;SH125i ABS;ABS;SH 125 ABS;2018;21237;2200.00;3499.00;1299.00;4378KPJ;90f8c459-7c15-4db3-88d0-ef28fb2350ff;13/03/2023
HUSQVARNA;VITPILEN 401;375;VITPILEN 401;;;2023;2090;2850.00;3499.00;649.00;7289MGT;f2c7b0ab-edfb-471a-909a-1a1088105de4;31/10/2024
KAWASAKI;Z 300;296;Z 300;;;2017;28327;2000.00;3499.00;1499.00;9176JZF;22802278-ab9a-4515-be26-8389ed4ea081;31/10/2024
KEEWAY;V 302 C;300;V 302 C;;;2022;3691;2000.00;3499.00;1499.00;2600LZR;ZZZZZZZ;31/10/2024
KEEWAY;V-CRUISE 125;125;V-CRUISE 125;;;2024;4674;2450.00;3499.00;1049.00;4777MMV;8d313a1b-92e5-430a-89ec-a77ef8bcbb26;28/11/2024
KYMCO;DTX 125;125;DTX 125;;;2022;6404;2500.00;3499.00;999.00;6403LWW;e01c97d9-7d6f-4ed1-ab67-c91854553cb8;18/11/2024
KYMCO;GRAND DINK 300;276;GRAND DINK 300;;;2020;10878;3700.00;3499.00;-201.00;6952LGY;9e06b5af-9e9a-4b54-8d7d-dc1f4dc0b839;16/10/2024
ROYAL ENFIELD;HIMALAYAN;411;HIMALAYAN;;;2020;5856;2500.00;3499.00;999.00;8739LFR;6559d99b-5314-487c-bb2f-578b13fa3bac;10/10/2024
SYM;CRUISYM ALPHA 125;125;CRUISYM ALPHA 125;;;2022;6995;2600.00;3499.00;899.00;8350MCT;bd785d7d-d52f-4f97-be09-e282ffadc407;08/11/2024
SYM;CRUISYM ALPHA 300;278;CRUISYM ALPHA 300;;;2021;24088;2500.00;3499.00;999.00;4713LSX;4533f053-ea8c-47ed-a3a2-1afd221cf190;23/10/2024
SYM;CRUISYM ALPHA 300;278;CRUISYM ALPHA 300;;;2021;11975;2300.00;3499.00;1199.00;7584LSJ;4533f053-ea8c-47ed-a3a2-1afd221cf190;31/10/2024
YAMAHA;FZ8N;779;FZ8N;;;2013;54166;2800.00;3499.00;699.00;8979HSB;378ffa8b-8b00-4ad4-9892-6642f51eeeb2;11/11/2024
YAMAHA;X-MAX 250;250;X-MAX 250;;;2006;53000;250.00;350.00;100.00;6460FJJ;3842ef2c-329d-41e8-8a7b-e90c2995b0e9;25/10/2024
YAMAHA;X-MAX 250;250;X-MAX 250;;;2006;65708;250.00;350.00;100.00;9093FDC;3842ef2c-329d-41e8-8a7b-e90c2995b0e9;25/10/2024
BMW;R 1200 GS;1200;R1200GS;NO;R 1200 GS ;2007;112000;3000.00;3500.00;500.00;6325FXM;94850003-2ea8-428a-b60e-7e9b3926a4a5;08/03/2023
HARLEY DAVIDSON;SPORTSTER 883;883;SPORTSTER 883 XL LOW;NO;SPORTSTER 883 ;2003;50000;2830.00;3500.00;670.00;7210CJS;a34332b5-71f5-43d4-ab19-1588174963eb;12/06/2023
HONDA;CB 125;125;CB 125;NO;CB 125 ;2021;7395;3300.00;3500.00;200.00;9194LNK;00c81795-1d1e-41ac-80c8-c7b263c10991;19/04/2024
HONDA;CB 125 R;125;CB 125 R ABS;ABS;CB 125 R ABS;2019;7200;3000.00;3500.00;500.00;2999KXG;00c81795-1d1e-41ac-80c8-c7b263c10991;08/08/2023
HONDA;FORZA 125;125;Forza 125 125;NO;FORZA 125 ;2018;10700;2900.00;3500.00;600.00;4719KJX;ed59de17-29d3-46e2-8ccb-6c100e795370;07/07/2022
HONDA;SH 125;125;SH 125;NO;SH 125 ;2021;2663;2630.00;3500.00;870.00;4694LSW;90f8c459-7c15-4db3-88d0-ef28fb2350ff;10/03/2023
KAWASAKI;ER-6F;649;ER6F ;NO;ER-6F ;2016;19000;3000.00;3500.00;500.00;5264JVS;834f45d0-6cb1-4d73-931f-0059de586793;18/04/2023
KAWASAKI;ER-6n;649;ER6N;NO;ER-6n ;2016;46100;3000.00;3500.00;500.00;3781JFP;ca585891-51c8-47c7-bcaf-8237f3853894;17/06/2022
KAWASAKI;NINJA 650;649;NINJA 650;;;2021;12452;5000.00;3500.00;-1500.00;7880LNR;afe307d5-326c-4209-8fb3-35e9e65de720;22/10/2024
KAWASAKI;VERSYS 650;650;VERSYS 650;NO;VERSYS 650 ;2011;37500;3045.00;3500.00;455.00;4613HGC;842b19bd-0ded-4dc1-8ba5-7216e9ddefc7;08/03/2023
KAWASAKI;VULCAN S;650;Vulcan S;NO;VULCAN S ;2017;46000;3000.00;3500.00;500.00;3977JZS;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;09/03/2023
KAWASAKI;Z 750;750;Z 750 R;NO;Z 750 ;2011;43700;3000.00;3500.00;500.00;6679HHJ;6791cf3e-9431-47e5-903a-3b1d4a4e2e31;12/01/2023
KAWASAKI;Z 750;750;Z 750;NO;Z 750 ;2010;23141;3000.00;3500.00;500.00;1708GTV;6791cf3e-9431-47e5-903a-3b1d4a4e2e31;21/03/2023
KAWASAKI;Z 750;750;Z 750 2007;NO;Z 750 ;2008;40000;2800.00;3500.00;700.00;6823FTR;6791cf3e-9431-47e5-903a-3b1d4a4e2e31;01/06/2023
KAWASAKI;Z 750;750;Z 750;NO;Z 750 ;2012;34000;3000.00;3500.00;500.00;0546GXB;6791cf3e-9431-47e5-903a-3b1d4a4e2e31;28/06/2023
KAWASAKI;Z 750;750;Z 750;NO;Z 750 ;2008;40000;2500.00;3500.00;1000.00;0991GGL;6791cf3e-9431-47e5-903a-3b1d4a4e2e31;31/10/2023
KAWASAKI;Z 800;800;Z 800;NO;Z 800 ;2013;44364;3367.00;3500.00;133.00;1902HPZ;5266bcd4-2ef0-4a0a-bb56-021e82002eea;03/04/2024
KTM;DUKE 125;125;125 DUKE 2021;NO;DUKE 125 ;2020;11500;3000.00;3500.00;500.00;9346LHY;dadee17a-0990-42c2-a959-48dc7b820ff0;20/06/2023
KYMCO;SUPER DINK 350;350;Superdink 350i ABS E4 350;NO;SUPER DINK 350 ;2017;19700;2730.00;3500.00;770.00;8876KDJ;a49fc54d-bc9c-48a0-a3e2-1295c65acea7;28/04/2023
KYMCO;SUPER DINK 350;321;SUPER DINK 350I;;;2022;6957;2630.00;3500.00;870.00;5627LVZ;a49fc54d-bc9c-48a0-a3e2-1295c65acea7;28/10/2024
SUZUKI;BURGMAN 400;400;BURGMAN 400;NO;BURGMAN 400 ;2018;44315;3200.00;3500.00;300.00;8055KMN;2e5387fa-0654-4ee5-825e-cb9f351ac192;08/08/2022
SUZUKI;GSX-R 750;749;GSX-R 750;;;2005;51405;2500.00;3500.00;1000.00;2814DNL;7ba0af72-4c77-4173-9eb2-05d1ea8bd02f;30/09/2024
SUZUKI;V-STROM 1000;1000;V-STROM 1000 DL;NO;V-STROM 1000 ;2009;66500;2900.00;3500.00;600.00;0783GKR;366e4c38-f49f-4e3d-9df7-7f31d990ec92;17/05/2023
SUZUKI;V-STROM 650;650;V-STROM 650 XT;NO;V-STROM 650 ;2006;30000;3000.00;3500.00;500.00;1822FHF;77e17963-e98f-4c23-9d6f-32e2708c1ba9;24/05/2023
TRIUMPH;STREET TRIPLE 675;675;STREET TRIPLE;NO;STREET TRIPLE 675 ;2007;48000;2290.00;3500.00;1210.00;9422FWJ;d547b5a3-0122-46c2-9a4c-66d9e054c407;25/04/2023
YAMAHA;XJ6;600;XJ6 600 DIVERSION N;NO;XJ6 ;2011;26410;3000.00;3500.00;500.00;4480HBP;357e8af3-9c2c-484c-a55b-ad46b97e7c36;05/12/2022
YAMAHA;X-MAX 400;400;XMAX 400 ABS;ABS;X-MAX 400 ABS;2015;19500;4500.00;3500.00;-1000.00;9504JCB;22b51423-b2da-4ad5-a48b-07bebcbd81f8;16/11/2022
YAMAHA;YZF R 125;125;YZF R 125;;;2021;18171;3058.00;3500.00;442.00;7672LMX;86a29adc-b42b-49b3-b177-9d1208d02155;20/09/2024
BMW;G 650 GS;650;G 650 GS;NO;G 650 GS ;2007;23833;2700.00;3501.00;801.00;8724FLZ;307ebcd3-d7c8-4f1d-9612-0888b7253917;07/10/2022
YAMAHA;FZ 1N;998;FZ1 N;NO;FZ 1N ;2006;36705;3400.00;3501.00;101.00;6490FBK;3b9292ff-b62a-4f30-8fdd-e42416cacce3;08/02/2023
BMW;K 1200 R;1200;K 1200 R;NO;K 1200 R ;2006;28500;2955.00;3504.00;550.00;1143DZN;9f7a032e-d269-45b0-8823-11ce4cf4e394;15/12/2023
BMW;K 1200 R;1200;K 1200 R;NO;K 1200 R ;2006;28500;2955.00;3504.00;550.00;1143DZN;9f7a032e-d269-45b0-8823-11ce4cf4e394;15/12/2023
BMW;C 400 X;350;C 400 X;;;2019;8102;2645.00;3504.13;859.13;7603KXK;93907749-b968-47cb-803b-2f360843512b;10/10/2024
HONDA;SCOOPY SH 300;300;SCOOPY SH 300I TOP BOX ABS;ABS;SCOOPY SH 300 ABS;2015;39000;2430.00;3510.00;1080.00;3322JHH;c5da31a4-3208-420a-a721-329ccbb84112;06/07/2023
YAMAHA;X-MAX 400;400;X-MAX 400 2013;NO;X-MAX 400 ;2013;46703;2300.00;3520.00;1220.00;3482HST;22b51423-b2da-4ad5-a48b-07bebcbd81f8;28/06/2023
HONDA;FMX 650;650;FMX 650;NO;FMX 650 ;2006;33448;1950.00;3522.00;1572.00;4723FCM;ZZZZZZZ;02/05/2023
HONDA;TRANSALP XL 700 V;700;TRANSALP XL 700 VABS;ABS;TRANSALP XL 700 V ABS;2008;30800;4200.00;3530.00;-670.00;8250GKD;8cdccb71-f6cb-4796-a8af-d1a0a8d9b3b2;30/01/2024
HONDA;CB 125 R;125;CB 125 R ABS;ABS;CB 125 R ABS;2021;12000;2745.00;3539.00;794.00;4559LRZ;00c81795-1d1e-41ac-80c8-c7b263c10991;19/12/2023
HONDA;CB 125 R;125;CB 125 R ABS;ABS;CB 125 R ABS;2021;12000;2745.00;3539.00;794.00;4559LRZ;00c81795-1d1e-41ac-80c8-c7b263c10991;19/12/2023
YAMAHA;MT 09;890;MT 09 ;NO;MT 09 ;2020;17262;2745.00;3539.00;794.00;2363LKC;48bff86f-b7db-4a4f-a6a3-e33ce540952d;27/12/2023
APRILIA;RS 125;125;RS 125 ;NO;RS 125 ;2020;12700;3200.00;3540.00;340.00;7736LKL;f27986e0-937a-4c42-8fa9-a9ae79e7c0ca;13/12/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2010;42000;2900.00;3540.00;640.00;6875GZX;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;12/04/2024
BENELLI;TRK 502;502;TRK 502 ;NO;TRK 502 ;2019;54000;2800.00;3540.00;740.00;1362LBD;cb0b72b3-81c0-4584-b2f9-f5b37bcd9167;18/12/2023
HONDA;CB 500 F;500;CB 500 F;NO;CB 500 F ;2017;28399;3900.00;3540.00;-360.00;0594JYZ;f7bf25b4-8bff-49da-a2cb-4b1b0e8ed437;09/07/2024
HONDA;FORZA 125;125;FORZA 125;NO;FORZA 125 ;2018;20668;2900.00;3540.00;640.00;1877KHY;ed59de17-29d3-46e2-8ccb-6c100e795370;28/05/2024
HONDA;FORZA 125;125;FORZA 125;NO;FORZA 125 ;2021;27764;3200.00;3540.00;340.00;8732LPD;ed59de17-29d3-46e2-8ccb-6c100e795370;28/06/2024
HONDA;FORZA 125;125;FORZA 125;;;2021;10923;2900.00;3540.00;640.00;8793LTJ;ed59de17-29d3-46e2-8ccb-6c100e795370;13/08/2024
HONDA;NC 700 X;670;NC 700 X;;;2012;45000;3700.00;3540.00;-160.00;2976HKS;9f941c63-5ce0-4a0e-af39-1c76b8b5625d;13/08/2024
HONDA;VT 750;750;VT 750 DC;NO;VT 750 ;2007;7100;2300.00;3540.00;1240.00;3428FVC;96bb25c5-4a88-48cd-b626-67a3966e3588;11/04/2024
KAWASAKI;Z 300;300;Z 300 ABS;ABS;Z 300 ABS;2018;14000;2700.00;3540.00;840.00;8899KJG;22802278-ab9a-4515-be26-8389ed4ea081;13/12/2023
KTM;DUKE 125;125;125 DUKE;NO;DUKE 125 ;2021;13928;3100.00;3540.00;440.00;8751LNH;dadee17a-0990-42c2-a959-48dc7b820ff0;08/04/2024
KTM;DUKE 125;125;125 DUKE;NO;DUKE 125 ;2021;8652;3100.00;3540.00;440.00;6353LTK;dadee17a-0990-42c2-a959-48dc7b820ff0;16/05/2024
KTM;DUKE 125;125;125 DUKE;;;2020;12266;3000.00;3540.00;540.00;0978LJZ;dadee17a-0990-42c2-a959-48dc7b820ff0;09/08/2024
KTM;DUKE 125;125;125 DUKE;;;2019;9586;2700.00;3540.00;840.00;2927KSX;dadee17a-0990-42c2-a959-48dc7b820ff0;19/08/2024
KTM;DUKE 125;125;125 DUKE;;;2021;12671;3000.00;3540.00;540.00;5493LNC;dadee17a-0990-42c2-a959-48dc7b820ff0;10/09/2024
KTM;DUKE 125;125;125 DUKE;;;2021;22264;2700.00;3540.00;840.00;0959LSP;dadee17a-0990-42c2-a959-48dc7b820ff0;08/10/2024
KTM;DUKE 390;373;390 DUKE;NO;DUKE 390 ;2018;19922;2450.00;3540.00;1090.00;2501KKW;4f3ca48a-2629-4f95-af2b-d9c47be851d0;30/05/2024
KTM;DUKE 690;690;690 DUKE;NO;DUKE 690 ;2014;39800;3400.00;3540.00;140.00;1569HVV;2963134d-056f-4fea-9ab6-c8d21f3e4270;07/03/2024
KYMCO;DTX 125;125;DTX 125 ;NO;DTX 125 ;2023;2222;3200.00;3540.00;340.00;3414MGH;e01c97d9-7d6f-4ed1-ab67-c91854553cb8;14/12/2023
KYMCO;DTX 125;125;DTX 125 2022;NO;DTX 125 ;2023;2222;3200.00;3540.00;340.00;3414MGH;e01c97d9-7d6f-4ed1-ab67-c91854553cb8;14/12/2023
KYMCO;SUPER DINK 350;350;SUPER DINK 350I;NO;SUPER DINK 350 ;2021;13700;3600.00;3540.00;-60.00;1983LTS;a49fc54d-bc9c-48a0-a3e2-1295c65acea7;08/03/2024
SYM;CRUISYM 125;125;Cruisym 125 ;NO;CRUISYM 125 ;2021;15300;2800.00;3540.00;740.00;1527LPP;67e4110e-1614-4e76-8a46-23d02b02e359;24/05/2023
SYM;CRUISYM 125;125;CRUISYM 125;NO;CRUISYM 125 ;2022;8000;3000.00;3540.00;540.00;9965LXK;67e4110e-1614-4e76-8a46-23d02b02e359;18/01/2024
YAMAHA;MT 03;321;MT 3;NO;MT 03 ;2018;27000;2245.00;3540.00;1295.00;8886KMH;2303e39d-c314-49ce-8280-93ab410c958b;15/01/2024
YAMAHA;MT 125 ;125;MT 125;NO;MT 125  ;2021;18000;3100.00;3540.00;440.00;2309LTK;58b09719-8ce5-4306-947b-ecb57e09402b;20/03/2024
YAMAHA;MT 125 ;125;MT 125;NO;MT 125  ;2021;17100;3100.00;3540.00;440.00;8400LPR;58b09719-8ce5-4306-947b-ecb57e09402b;27/06/2024
YAMAHA;MT 125 ;125;MT 125;NO;MT 125  ;2022;11129;3000.00;3540.00;540.00;3128LYJ;58b09719-8ce5-4306-947b-ecb57e09402b;31/07/2024
YAMAHA;MT 125 ;125;MT 125;;;2020;23672;2830.00;3540.00;710.00;2632LJJ;58b09719-8ce5-4306-947b-ecb57e09402b;31/08/2024
YAMAHA;X-MAX 400;400;X-MAX 400 MOMODESIGN ABS;ABS;X-MAX 400 ABS;2014;22000;2800.00;3540.00;740.00;2391JBC;22b51423-b2da-4ad5-a48b-07bebcbd81f8;13/12/2023
YAMAHA;X-MAX 400;400;X-MAX 400 MOMODESIGN ABS;ABS;X-MAX 400 ABS;2014;22000;2800.00;3540.00;740.00;2391JBC;22b51423-b2da-4ad5-a48b-07bebcbd81f8;13/12/2023
YAMAHA;YZF R 125;125;YZF R 125;;;2022;25113;2300.00;3540.00;1240.00;6291LXP;86a29adc-b42b-49b3-b177-9d1208d02155;18/09/2024
ZONTES;T 350;348;T 350;NO;T 350 ;2022;1000;3900.00;3540.00;-360.00;1097LZP;ZZZZZZZ;21/05/2024
SUZUKI;V-STROM 650;645;V-STROM 650;;;2009;29500;2900.00;3545.45;645.45;1772GMD;77e17963-e98f-4c23-9d6f-32e2708c1ba9;20/08/2024
BMW;G 310 GS;313;G 310 GS;;;2018;15954;2800.00;3549.00;749.00;0722KHN;1d82c417-72d0-44fa-ae3a-e45676c73961;15/10/2024
